Grupos ECOICOP;Tipo de dato;Periodo;Total
11 Restaurantes y hoteles;Índice;2004M06;71,11
11 Restaurantes y hoteles;Índice;2004M05;70,796
11 Restaurantes y hoteles;Índice;2004M04;70,784
11 Restaurantes y hoteles;Índice;2004M03;70,273
11 Restaurantes y hoteles;Índice;2004M02;69,907
11 Restaurantes y hoteles;Índice;2004M01;69,572
11 Restaurantes y hoteles;Índice;2003M12;69,178
11 Restaurantes y hoteles;Índice;2003M11;68,991
11 Restaurantes y hoteles;Índice;2003M10;69,046
11 Restaurantes y hoteles;Índice;2003M09;69,048
11 Restaurantes y hoteles;Índice;2003M08;69,627
11 Restaurantes y hoteles;Índice;2003M07;68,974
11 Restaurantes y hoteles;Índice;2003M06;68,363
11 Restaurantes y hoteles;Índice;2003M05;68,08
11 Restaurantes y hoteles;Índice;2003M04;68,056
11 Restaurantes y hoteles;Índice;2003M03;67,575
11 Restaurantes y hoteles;Índice;2003M02;67,144
11 Restaurantes y hoteles;Índice;2003M01;66,834
11 Restaurantes y hoteles;Índice;2002M12;66,484
11 Restaurantes y hoteles;Índice;2002M11;66,308
11 Restaurantes y hoteles;Índice;2002M10;66,305
11 Restaurantes y hoteles;Índice;2002M09;66,362
11 Restaurantes y hoteles;Índice;2002M08;66,701
11 Restaurantes y hoteles;Índice;2002M07;66,184
11 Restaurantes y hoteles;Índice;2002M06;65,696
11 Restaurantes y hoteles;Índice;2002M05;65,416
11 Restaurantes y hoteles;Índice;2002M04;65,182
11 Restaurantes y hoteles;Índice;2002M03;64,756
11 Restaurantes y hoteles;Índice;2002M02;64,123
11 Restaurantes y hoteles;Índice;2002M01;63,523
11 Restaurantes y hoteles;Variación mensual;2023M02;""
11 Restaurantes y hoteles;Variación mensual;2023M01;0
11 Restaurantes y hoteles;Variación mensual;2022M12;0,7
11 Restaurantes y hoteles;Variación mensual;2022M11;-0,3
11 Restaurantes y hoteles;Variación mensual;2022M10;0,2
11 Restaurantes y hoteles;Variación mensual;2022M09;0,2
11 Restaurantes y hoteles;Variación mensual;2022M08;0,4
11 Restaurantes y hoteles;Variación mensual;2022M07;0,9
11 Restaurantes y hoteles;Variación mensual;2022M06;1,3
11 Restaurantes y hoteles;Variación mensual;2022M05;0,7
11 Restaurantes y hoteles;Variación mensual;2022M04;1,7
11 Restaurantes y hoteles;Variación mensual;2022M03;1
11 Restaurantes y hoteles;Variación mensual;2022M02;0,8
11 Restaurantes y hoteles;Variación mensual;2022M01;0
11 Restaurantes y hoteles;Variación mensual;2021M12;0,5
11 Restaurantes y hoteles;Variación mensual;2021M11;0,1
11 Restaurantes y hoteles;Variación mensual;2021M10;0,1
11 Restaurantes y hoteles;Variación mensual;2021M09;-0,1
11 Restaurantes y hoteles;Variación mensual;2021M08;0,4
11 Restaurantes y hoteles;Variación mensual;2021M07;0,5
11 Restaurantes y hoteles;Variación mensual;2021M06;0,5
11 Restaurantes y hoteles;Variación mensual;2021M05;0,3
11 Restaurantes y hoteles;Variación mensual;2021M04;0,3
11 Restaurantes y hoteles;Variación mensual;2021M03;0,2
11 Restaurantes y hoteles;Variación mensual;2021M02;0,1
11 Restaurantes y hoteles;Variación mensual;2021M01;0,1
11 Restaurantes y hoteles;Variación mensual;2020M12;0
11 Restaurantes y hoteles;Variación mensual;2020M11;-0,5
11 Restaurantes y hoteles;Variación mensual;2020M10;-0,4
11 Restaurantes y hoteles;Variación mensual;2020M09;-0,2
11 Restaurantes y hoteles;Variación mensual;2020M08;0,3
11 Restaurantes y hoteles;Variación mensual;2020M07;-1,1
11 Restaurantes y hoteles;Variación mensual;2020M06;0,3
11 Restaurantes y hoteles;Variación mensual;2020M05;0,4
11 Restaurantes y hoteles;Variación mensual;2020M04;0,7
11 Restaurantes y hoteles;Variación mensual;2020M03;0,3
11 Restaurantes y hoteles;Variación mensual;2020M02;0,7
11 Restaurantes y hoteles;Variación mensual;2020M01;-0,2
11 Restaurantes y hoteles;Variación mensual;2019M12;-0,1
11 Restaurantes y hoteles;Variación mensual;2019M11;-0,5
11 Restaurantes y hoteles;Variación mensual;2019M10;-0,4
11 Restaurantes y hoteles;Variación mensual;2019M09;0
11 Restaurantes y hoteles;Variación mensual;2019M08;0,1
11 Restaurantes y hoteles;Variación mensual;2019M07;0,4
11 Restaurantes y hoteles;Variación mensual;2019M06;0,3
11 Restaurantes y hoteles;Variación mensual;2019M05;0,4
11 Restaurantes y hoteles;Variación mensual;2019M04;0,9
11 Restaurantes y hoteles;Variación mensual;2019M03;0,6
11 Restaurantes y hoteles;Variación mensual;2019M02;0,5
11 Restaurantes y hoteles;Variación mensual;2019M01;-0,2
11 Restaurantes y hoteles;Variación mensual;2018M12;0
11 Restaurantes y hoteles;Variación mensual;2018M11;-0,6
11 Restaurantes y hoteles;Variación mensual;2018M10;-0,4
11 Restaurantes y hoteles;Variación mensual;2018M09;-0,1
11 Restaurantes y hoteles;Variación mensual;2018M08;0,2
11 Restaurantes y hoteles;Variación mensual;2018M07;0,6
11 Restaurantes y hoteles;Variación mensual;2018M06;0,3
11 Restaurantes y hoteles;Variación mensual;2018M05;0,4
11 Restaurantes y hoteles;Variación mensual;2018M04;0,3
11 Restaurantes y hoteles;Variación mensual;2018M03;0,6
11 Restaurantes y hoteles;Variación mensual;2018M02;0,5
11 Restaurantes y hoteles;Variación mensual;2018M01;-0,1
11 Restaurantes y hoteles;Variación mensual;2017M12;0,2
11 Restaurantes y hoteles;Variación mensual;2017M11;-0,7
11 Restaurantes y hoteles;Variación mensual;2017M10;-0,3
11 Restaurantes y hoteles;Variación mensual;2017M09;-0,2
11 Restaurantes y hoteles;Variación mensual;2017M08;0,4
11 Restaurantes y hoteles;Variación mensual;2017M07;0,3
11 Restaurantes y hoteles;Variación mensual;2017M06;0,6
11 Restaurantes y hoteles;Variación mensual;2017M05;0
11 Restaurantes y hoteles;Variación mensual;2017M04;1
11 Restaurantes y hoteles;Variación mensual;2017M03;0,4
11 Restaurantes y hoteles;Variación mensual;2017M02;0,4
11 Restaurantes y hoteles;Variación mensual;2017M01;-0,2
11 Restaurantes y hoteles;Variación mensual;2016M12;0,1
11 Restaurantes y hoteles;Variación mensual;2016M11;-0,4
11 Restaurantes y hoteles;Variación mensual;2016M10;-0,2
11 Restaurantes y hoteles;Variación mensual;2016M09;-0,2
11 Restaurantes y hoteles;Variación mensual;2016M08;0,3
11 Restaurantes y hoteles;Variación mensual;2016M07;0,4
11 Restaurantes y hoteles;Variación mensual;2016M06;0,2
11 Restaurantes y hoteles;Variación mensual;2016M05;0,2
11 Restaurantes y hoteles;Variación mensual;2016M04;0,2
11 Restaurantes y hoteles;Variación mensual;2016M03;0,5
11 Restaurantes y hoteles;Variación mensual;2016M02;0,4
11 Restaurantes y hoteles;Variación mensual;2016M01;0
11 Restaurantes y hoteles;Variación mensual;2015M12;0
11 Restaurantes y hoteles;Variación mensual;2015M11;-0,5
11 Restaurantes y hoteles;Variación mensual;2015M10;-0,3
11 Restaurantes y hoteles;Variación mensual;2015M09;-1,1
11 Restaurantes y hoteles;Variación mensual;2015M08;0,8
11 Restaurantes y hoteles;Variación mensual;2015M07;0,6
11 Restaurantes y hoteles;Variación mensual;2015M06;0,4
11 Restaurantes y hoteles;Variación mensual;2015M05;0,2
11 Restaurantes y hoteles;Variación mensual;2015M04;0,7
11 Restaurantes y hoteles;Variación mensual;2015M03;0,3
11 Restaurantes y hoteles;Variación mensual;2015M02;0,2
11 Restaurantes y hoteles;Variación mensual;2015M01;-0,3
11 Restaurantes y hoteles;Variación mensual;2014M12;0,1
11 Restaurantes y hoteles;Variación mensual;2014M11;-0,5
11 Restaurantes y hoteles;Variación mensual;2014M10;-0,4
11 Restaurantes y hoteles;Variación mensual;2014M09;-1
11 Restaurantes y hoteles;Variación mensual;2014M08;0,8
11 Restaurantes y hoteles;Variación mensual;2014M07;0,7
11 Restaurantes y hoteles;Variación mensual;2014M06;0,3
11 Restaurantes y hoteles;Variación mensual;2014M05;-0,1
11 Restaurantes y hoteles;Variación mensual;2014M04;0,8
11 Restaurantes y hoteles;Variación mensual;2014M03;0,3
11 Restaurantes y hoteles;Variación mensual;2014M02;0,1
11 Restaurantes y hoteles;Variación mensual;2014M01;-0,2
11 Restaurantes y hoteles;Variación mensual;2013M12;0
11 Restaurantes y hoteles;Variación mensual;2013M11;-0,5
11 Restaurantes y hoteles;Variación mensual;2013M10;-0,3
11 Restaurantes y hoteles;Variación mensual;2013M09;-1,1
11 Restaurantes y hoteles;Variación mensual;2013M08;0,6
11 Restaurantes y hoteles;Variación mensual;2013M07;0,7
11 Restaurantes y hoteles;Variación mensual;2013M06;0,3
11 Restaurantes y hoteles;Variación mensual;2013M05;0,1
11 Restaurantes y hoteles;Variación mensual;2013M04;0,3
11 Restaurantes y hoteles;Variación mensual;2013M03;0,3
11 Restaurantes y hoteles;Variación mensual;2013M02;0
11 Restaurantes y hoteles;Variación mensual;2013M01;-0,2
11 Restaurantes y hoteles;Variación mensual;2012M12;0
11 Restaurantes y hoteles;Variación mensual;2012M11;-0,4
11 Restaurantes y hoteles;Variación mensual;2012M10;-0,2
11 Restaurantes y hoteles;Variación mensual;2012M09;-0,9
11 Restaurantes y hoteles;Variación mensual;2012M08;0,7
11 Restaurantes y hoteles;Variación mensual;2012M07;0,6
11 Restaurantes y hoteles;Variación mensual;2012M06;0,2
11 Restaurantes y hoteles;Variación mensual;2012M05;-0,2
11 Restaurantes y hoteles;Variación mensual;2012M04;0,7
11 Restaurantes y hoteles;Variación mensual;2012M03;0,2
11 Restaurantes y hoteles;Variación mensual;2012M02;0,1
11 Restaurantes y hoteles;Variación mensual;2012M01;-0,1
11 Restaurantes y hoteles;Variación mensual;2011M12;0,2
11 Restaurantes y hoteles;Variación mensual;2011M11;-0,3
11 Restaurantes y hoteles;Variación mensual;2011M10;-0,3
11 Restaurantes y hoteles;Variación mensual;2011M09;-1,1
11 Restaurantes y hoteles;Variación mensual;2011M08;0,8
11 Restaurantes y hoteles;Variación mensual;2011M07;0,7
11 Restaurantes y hoteles;Variación mensual;2011M06;0,3
11 Restaurantes y hoteles;Variación mensual;2011M05;-0,1
11 Restaurantes y hoteles;Variación mensual;2011M04;0,6
11 Restaurantes y hoteles;Variación mensual;2011M03;0,3
11 Restaurantes y hoteles;Variación mensual;2011M02;0,1
11 Restaurantes y hoteles;Variación mensual;2011M01;0,1
11 Restaurantes y hoteles;Variación mensual;2010M12;0,2
11 Restaurantes y hoteles;Variación mensual;2010M11;-0,2
11 Restaurantes y hoteles;Variación mensual;2010M10;-0,2
11 Restaurantes y hoteles;Variación mensual;2010M09;-1
11 Restaurantes y hoteles;Variación mensual;2010M08;0,9
11 Restaurantes y hoteles;Variación mensual;2010M07;0,9
11 Restaurantes y hoteles;Variación mensual;2010M06;0,3
11 Restaurantes y hoteles;Variación mensual;2010M05;0
11 Restaurantes y hoteles;Variación mensual;2010M04;0,5
11 Restaurantes y hoteles;Variación mensual;2010M03;0,2
11 Restaurantes y hoteles;Variación mensual;2010M02;0,1
11 Restaurantes y hoteles;Variación mensual;2010M01;0,1
11 Restaurantes y hoteles;Variación mensual;2009M12;0
11 Restaurantes y hoteles;Variación mensual;2009M11;-0,3
11 Restaurantes y hoteles;Variación mensual;2009M10;-0,2
11 Restaurantes y hoteles;Variación mensual;2009M09;-1,2
11 Restaurantes y hoteles;Variación mensual;2009M08;0,9
11 Restaurantes y hoteles;Variación mensual;2009M07;0,7
11 Restaurantes y hoteles;Variación mensual;2009M06;0,2
11 Restaurantes y hoteles;Variación mensual;2009M05;-0,1
11 Restaurantes y hoteles;Variación mensual;2009M04;0,6
11 Restaurantes y hoteles;Variación mensual;2009M03;0,2
11 Restaurantes y hoteles;Variación mensual;2009M02;0,2
11 Restaurantes y hoteles;Variación mensual;2009M01;0,2
11 Restaurantes y hoteles;Variación mensual;2008M12;0
11 Restaurantes y hoteles;Variación mensual;2008M11;-0,3
11 Restaurantes y hoteles;Variación mensual;2008M10;-0,2
11 Restaurantes y hoteles;Variación mensual;2008M09;-0,9
11 Restaurantes y hoteles;Variación mensual;2008M08;0,8
11 Restaurantes y hoteles;Variación mensual;2008M07;1
11 Restaurantes y hoteles;Variación mensual;2008M06;0,5
11 Restaurantes y hoteles;Variación mensual;2008M05;0,2
11 Restaurantes y hoteles;Variación mensual;2008M04;0,5
11 Restaurantes y hoteles;Variación mensual;2008M03;1
11 Restaurantes y hoteles;Variación mensual;2008M02;0,6
11 Restaurantes y hoteles;Variación mensual;2008M01;0,7
11 Restaurantes y hoteles;Variación mensual;2007M12;0,4
11 Restaurantes y hoteles;Variación mensual;2007M11;-0,1
11 Restaurantes y hoteles;Variación mensual;2007M10;0
11 Restaurantes y hoteles;Variación mensual;2007M09;-0,9
11 Restaurantes y hoteles;Variación mensual;2007M08;0,8
11 Restaurantes y hoteles;Variación mensual;2007M07;0,9
11 Restaurantes y hoteles;Variación mensual;2007M06;0,5
11 Restaurantes y hoteles;Variación mensual;2007M05;0
11 Restaurantes y hoteles;Variación mensual;2007M04;1,2
11 Restaurantes y hoteles;Variación mensual;2007M03;0,7
11 Restaurantes y hoteles;Variación mensual;2007M02;0,6
11 Restaurantes y hoteles;Variación mensual;2007M01;0,8
11 Restaurantes y hoteles;Variación mensual;2006M12;0,3
11 Restaurantes y hoteles;Variación mensual;2006M11;0
11 Restaurantes y hoteles;Variación mensual;2006M10;0
11 Restaurantes y hoteles;Variación mensual;2006M09;-0,7
11 Restaurantes y hoteles;Variación mensual;2006M08;0,8
11 Restaurantes y hoteles;Variación mensual;2006M07;0,9
11 Restaurantes y hoteles;Variación mensual;2006M06;0,4
11 Restaurantes y hoteles;Variación mensual;2006M05;0
11 Restaurantes y hoteles;Variación mensual;2006M04;0,9
11 Restaurantes y hoteles;Variación mensual;2006M03;0,6
11 Restaurantes y hoteles;Variación mensual;2006M02;0,6
11 Restaurantes y hoteles;Variación mensual;2006M01;0,6
11 Restaurantes y hoteles;Variación mensual;2005M12;0,3
11 Restaurantes y hoteles;Variación mensual;2005M11;0
11 Restaurantes y hoteles;Variación mensual;2005M10;0
11 Restaurantes y hoteles;Variación mensual;2005M09;-0,7
11 Restaurantes y hoteles;Variación mensual;2005M08;0,9
11 Restaurantes y hoteles;Variación mensual;2005M07;0,9
11 Restaurantes y hoteles;Variación mensual;2005M06;0,5
11 Restaurantes y hoteles;Variación mensual;2005M05;0,3
11 Restaurantes y hoteles;Variación mensual;2005M04;0,4
11 Restaurantes y hoteles;Variación mensual;2005M03;0,9
11 Restaurantes y hoteles;Variación mensual;2005M02;0,5
11 Restaurantes y hoteles;Variación mensual;2005M01;0,4
11 Restaurantes y hoteles;Variación mensual;2004M12;0,3
11 Restaurantes y hoteles;Variación mensual;2004M11;0
11 Restaurantes y hoteles;Variación mensual;2004M10;0
11 Restaurantes y hoteles;Variación mensual;2004M09;-0,8
11 Restaurantes y hoteles;Variación mensual;2004M08;0,9
11 Restaurantes y hoteles;Variación mensual;2004M07;0,9
11 Restaurantes y hoteles;Variación mensual;2004M06;0,4
11 Restaurantes y hoteles;Variación mensual;2004M05;0
11 Restaurantes y hoteles;Variación mensual;2004M04;0,7
11 Restaurantes y hoteles;Variación mensual;2004M03;0,5
11 Restaurantes y hoteles;Variación mensual;2004M02;0,5
11 Restaurantes y hoteles;Variación mensual;2004M01;0,6
11 Restaurantes y hoteles;Variación mensual;2003M12;0,3
11 Restaurantes y hoteles;Variación mensual;2003M11;-0,1
11 Restaurantes y hoteles;Variación mensual;2003M10;0
11 Restaurantes y hoteles;Variación mensual;2003M09;-0,8
11 Restaurantes y hoteles;Variación mensual;2003M08;0,9
11 Restaurantes y hoteles;Variación mensual;2003M07;0,9
11 Restaurantes y hoteles;Variación mensual;2003M06;0,4
11 Restaurantes y hoteles;Variación mensual;2003M05;0
11 Restaurantes y hoteles;Variación mensual;2003M04;0,7
11 Restaurantes y hoteles;Variación mensual;2003M03;0,6
11 Restaurantes y hoteles;Variación mensual;2003M02;0,5
11 Restaurantes y hoteles;Variación mensual;2003M01;0,5
11 Restaurantes y hoteles;Variación mensual;2002M12;0,3
11 Restaurantes y hoteles;Variación mensual;2002M11;0
11 Restaurantes y hoteles;Variación mensual;2002M10;-0,1
11 Restaurantes y hoteles;Variación mensual;2002M09;-0,5
11 Restaurantes y hoteles;Variación mensual;2002M08;0,8
11 Restaurantes y hoteles;Variación mensual;2002M07;0,7
11 Restaurantes y hoteles;Variación mensual;2002M06;0,4
11 Restaurantes y hoteles;Variación mensual;2002M05;0,4
11 Restaurantes y hoteles;Variación mensual;2002M04;0,7
11 Restaurantes y hoteles;Variación mensual;2002M03;1
11 Restaurantes y hoteles;Variación mensual;2002M02;0,9
11 Restaurantes y hoteles;Variación mensual;2002M01;1
11 Restaurantes y hoteles;Variación anual;2023M02;""
11 Restaurantes y hoteles;Variación anual;2023M01;7,8
11 Restaurantes y hoteles;Variación anual;2022M12;7,8
11 Restaurantes y hoteles;Variación anual;2022M11;7,6
11 Restaurantes y hoteles;Variación anual;2022M10;7,9
11 Restaurantes y hoteles;Variación anual;2022M09;7,9
11 Restaurantes y hoteles;Variación anual;2022M08;7,6
11 Restaurantes y hoteles;Variación anual;2022M07;7,6
11 Restaurantes y hoteles;Variación anual;2022M06;7,2
11 Restaurantes y hoteles;Variación anual;2022M05;6,3
11 Restaurantes y hoteles;Variación anual;2022M04;5,8
11 Restaurantes y hoteles;Variación anual;2022M03;4,4
11 Restaurantes y hoteles;Variación anual;2022M02;3,6
11 Restaurantes y hoteles;Variación anual;2022M01;2,9
11 Restaurantes y hoteles;Variación anual;2021M12;3,1
11 Restaurantes y hoteles;Variación anual;2021M11;2,5
11 Restaurantes y hoteles;Variación anual;2021M10;2
11 Restaurantes y hoteles;Variación anual;2021M09;1,4
11 Restaurantes y hoteles;Variación anual;2021M08;1,3
11 Restaurantes y hoteles;Variación anual;2021M07;1,1
11 Restaurantes y hoteles;Variación anual;2021M06;-0,5
11 Restaurantes y hoteles;Variación anual;2021M05;-0,6
11 Restaurantes y hoteles;Variación anual;2021M04;-0,5
11 Restaurantes y hoteles;Variación anual;2021M03;0
11 Restaurantes y hoteles;Variación anual;2021M02;0
11 Restaurantes y hoteles;Variación anual;2021M01;0,6
11 Restaurantes y hoteles;Variación anual;2020M12;0,3
11 Restaurantes y hoteles;Variación anual;2020M11;0,3
11 Restaurantes y hoteles;Variación anual;2020M10;0,3
11 Restaurantes y hoteles;Variación anual;2020M09;0,3
11 Restaurantes y hoteles;Variación anual;2020M08;0,5
11 Restaurantes y hoteles;Variación anual;2020M07;0,3
11 Restaurantes y hoteles;Variación anual;2020M06;1,8
11 Restaurantes y hoteles;Variación anual;2020M05;1,8
11 Restaurantes y hoteles;Variación anual;2020M04;1,7
11 Restaurantes y hoteles;Variación anual;2020M03;1,9
11 Restaurantes y hoteles;Variación anual;2020M02;2,2
11 Restaurantes y hoteles;Variación anual;2020M01;2
11 Restaurantes y hoteles;Variación anual;2019M12;2
11 Restaurantes y hoteles;Variación anual;2019M11;2
11 Restaurantes y hoteles;Variación anual;2019M10;1,9
11 Restaurantes y hoteles;Variación anual;2019M09;2
11 Restaurantes y hoteles;Variación anual;2019M08;1,9
11 Restaurantes y hoteles;Variación anual;2019M07;2
11 Restaurantes y hoteles;Variación anual;2019M06;2,2
11 Restaurantes y hoteles;Variación anual;2019M05;2,2
11 Restaurantes y hoteles;Variación anual;2019M04;2,3
11 Restaurantes y hoteles;Variación anual;2019M03;1,8
11 Restaurantes y hoteles;Variación anual;2019M02;1,8
11 Restaurantes y hoteles;Variación anual;2019M01;1,8
11 Restaurantes y hoteles;Variación anual;2018M12;1,8
11 Restaurantes y hoteles;Variación anual;2018M11;2,1
11 Restaurantes y hoteles;Variación anual;2018M10;1,9
11 Restaurantes y hoteles;Variación anual;2018M09;1,9
11 Restaurantes y hoteles;Variación anual;2018M08;1,8
11 Restaurantes y hoteles;Variación anual;2018M07;2
11 Restaurantes y hoteles;Variación anual;2018M06;1,7
11 Restaurantes y hoteles;Variación anual;2018M05;2
11 Restaurantes y hoteles;Variación anual;2018M04;1,6
11 Restaurantes y hoteles;Variación anual;2018M03;2,2
11 Restaurantes y hoteles;Variación anual;2018M02;2,1
11 Restaurantes y hoteles;Variación anual;2018M01;2
11 Restaurantes y hoteles;Variación anual;2017M12;1,9
11 Restaurantes y hoteles;Variación anual;2017M11;1,8
11 Restaurantes y hoteles;Variación anual;2017M10;2,1
11 Restaurantes y hoteles;Variación anual;2017M09;2,3
11 Restaurantes y hoteles;Variación anual;2017M08;2,3
11 Restaurantes y hoteles;Variación anual;2017M07;2,1
11 Restaurantes y hoteles;Variación anual;2017M06;2,2
11 Restaurantes y hoteles;Variación anual;2017M05;1,8
11 Restaurantes y hoteles;Variación anual;2017M04;2
11 Restaurantes y hoteles;Variación anual;2017M03;1,2
11 Restaurantes y hoteles;Variación anual;2017M02;1,3
11 Restaurantes y hoteles;Variación anual;2017M01;1,2
11 Restaurantes y hoteles;Variación anual;2016M12;1,4
11 Restaurantes y hoteles;Variación anual;2016M11;1,3
11 Restaurantes y hoteles;Variación anual;2016M10;1,2
11 Restaurantes y hoteles;Variación anual;2016M09;1,1
11 Restaurantes y hoteles;Variación anual;2016M08;0,2
11 Restaurantes y hoteles;Variación anual;2016M07;0,7
11 Restaurantes y hoteles;Variación anual;2016M06;0,9
11 Restaurantes y hoteles;Variación anual;2016M05;1,1
11 Restaurantes y hoteles;Variación anual;2016M04;1,1
11 Restaurantes y hoteles;Variación anual;2016M03;1,6
11 Restaurantes y hoteles;Variación anual;2016M02;1,4
11 Restaurantes y hoteles;Variación anual;2016M01;1,3
11 Restaurantes y hoteles;Variación anual;2015M12;0,9
11 Restaurantes y hoteles;Variación anual;2015M11;1
11 Restaurantes y hoteles;Variación anual;2015M10;1
11 Restaurantes y hoteles;Variación anual;2015M09;0,9
11 Restaurantes y hoteles;Variación anual;2015M08;1
11 Restaurantes y hoteles;Variación anual;2015M07;0,9
11 Restaurantes y hoteles;Variación anual;2015M06;1
11 Restaurantes y hoteles;Variación anual;2015M05;0,9
11 Restaurantes y hoteles;Variación anual;2015M04;0,6
11 Restaurantes y hoteles;Variación anual;2015M03;0,7
11 Restaurantes y hoteles;Variación anual;2015M02;0,6
11 Restaurantes y hoteles;Variación anual;2015M01;0,6
11 Restaurantes y hoteles;Variación anual;2014M12;0,6
11 Restaurantes y hoteles;Variación anual;2014M11;0,5
11 Restaurantes y hoteles;Variación anual;2014M10;0,6
11 Restaurantes y hoteles;Variación anual;2014M09;0,7
11 Restaurantes y hoteles;Variación anual;2014M08;0,6
11 Restaurantes y hoteles;Variación anual;2014M07;0,4
11 Restaurantes y hoteles;Variación anual;2014M06;0,4
11 Restaurantes y hoteles;Variación anual;2014M05;0,5
11 Restaurantes y hoteles;Variación anual;2014M04;0,7
11 Restaurantes y hoteles;Variación anual;2014M03;0,2
11 Restaurantes y hoteles;Variación anual;2014M02;0,2
11 Restaurantes y hoteles;Variación anual;2014M01;0,1
11 Restaurantes y hoteles;Variación anual;2013M12;0,2
11 Restaurantes y hoteles;Variación anual;2013M11;0,2
11 Restaurantes y hoteles;Variación anual;2013M10;0,2
11 Restaurantes y hoteles;Variación anual;2013M09;0,4
11 Restaurantes y hoteles;Variación anual;2013M08;0,6
11 Restaurantes y hoteles;Variación anual;2013M07;0,8
11 Restaurantes y hoteles;Variación anual;2013M06;0,7
11 Restaurantes y hoteles;Variación anual;2013M05;0,7
11 Restaurantes y hoteles;Variación anual;2013M04;0,3
11 Restaurantes y hoteles;Variación anual;2013M03;0,7
11 Restaurantes y hoteles;Variación anual;2013M02;0,6
11 Restaurantes y hoteles;Variación anual;2013M01;0,7
11 Restaurantes y hoteles;Variación anual;2012M12;0,8
11 Restaurantes y hoteles;Variación anual;2012M11;0,9
11 Restaurantes y hoteles;Variación anual;2012M10;1
11 Restaurantes y hoteles;Variación anual;2012M09;0,9
11 Restaurantes y hoteles;Variación anual;2012M08;0,7
11 Restaurantes y hoteles;Variación anual;2012M07;0,8
11 Restaurantes y hoteles;Variación anual;2012M06;0,9
11 Restaurantes y hoteles;Variación anual;2012M05;0,9
11 Restaurantes y hoteles;Variación anual;2012M04;1
11 Restaurantes y hoteles;Variación anual;2012M03;0,9
11 Restaurantes y hoteles;Variación anual;2012M02;0,9
11 Restaurantes y hoteles;Variación anual;2012M01;1
11 Restaurantes y hoteles;Variación anual;2011M12;1,2
11 Restaurantes y hoteles;Variación anual;2011M11;1,2
11 Restaurantes y hoteles;Variación anual;2011M10;1,3
11 Restaurantes y hoteles;Variación anual;2011M09;1,4
11 Restaurantes y hoteles;Variación anual;2011M08;1,5
11 Restaurantes y hoteles;Variación anual;2011M07;1,6
11 Restaurantes y hoteles;Variación anual;2011M06;1,8
11 Restaurantes y hoteles;Variación anual;2011M05;1,8
11 Restaurantes y hoteles;Variación anual;2011M04;1,9
11 Restaurantes y hoteles;Variación anual;2011M03;1,8
11 Restaurantes y hoteles;Variación anual;2011M02;1,7
11 Restaurantes y hoteles;Variación anual;2011M01;1,7
11 Restaurantes y hoteles;Variación anual;2010M12;1,7
11 Restaurantes y hoteles;Variación anual;2010M11;1,5
11 Restaurantes y hoteles;Variación anual;2010M10;1,5
11 Restaurantes y hoteles;Variación anual;2010M09;1,5
11 Restaurantes y hoteles;Variación anual;2010M08;1,2
11 Restaurantes y hoteles;Variación anual;2010M07;1,2
11 Restaurantes y hoteles;Variación anual;2010M06;1
11 Restaurantes y hoteles;Variación anual;2010M05;1
11 Restaurantes y hoteles;Variación anual;2010M04;0,9
11 Restaurantes y hoteles;Variación anual;2010M03;1
11 Restaurantes y hoteles;Variación anual;2010M02;1
11 Restaurantes y hoteles;Variación anual;2010M01;1,1
11 Restaurantes y hoteles;Variación anual;2009M12;1,2
11 Restaurantes y hoteles;Variación anual;2009M11;1,2
11 Restaurantes y hoteles;Variación anual;2009M10;1,2
11 Restaurantes y hoteles;Variación anual;2009M09;1,3
11 Restaurantes y hoteles;Variación anual;2009M08;1,5
11 Restaurantes y hoteles;Variación anual;2009M07;1,5
11 Restaurantes y hoteles;Variación anual;2009M06;1,8
11 Restaurantes y hoteles;Variación anual;2009M05;2,1
11 Restaurantes y hoteles;Variación anual;2009M04;2,4
11 Restaurantes y hoteles;Variación anual;2009M03;2,4
11 Restaurantes y hoteles;Variación anual;2009M02;3,1
11 Restaurantes y hoteles;Variación anual;2009M01;3,5
11 Restaurantes y hoteles;Variación anual;2008M12;4
11 Restaurantes y hoteles;Variación anual;2008M11;4,5
11 Restaurantes y hoteles;Variación anual;2008M10;4,7
11 Restaurantes y hoteles;Variación anual;2008M09;4,8
11 Restaurantes y hoteles;Variación anual;2008M08;4,9
11 Restaurantes y hoteles;Variación anual;2008M07;4,8
11 Restaurantes y hoteles;Variación anual;2008M06;4,8
11 Restaurantes y hoteles;Variación anual;2008M05;4,8
11 Restaurantes y hoteles;Variación anual;2008M04;4,5
11 Restaurantes y hoteles;Variación anual;2008M03;5,2
11 Restaurantes y hoteles;Variación anual;2008M02;4,8
11 Restaurantes y hoteles;Variación anual;2008M01;4,8
11 Restaurantes y hoteles;Variación anual;2007M12;4,9
11 Restaurantes y hoteles;Variación anual;2007M11;4,8
11 Restaurantes y hoteles;Variación anual;2007M10;4,8
11 Restaurantes y hoteles;Variación anual;2007M09;4,9
11 Restaurantes y hoteles;Variación anual;2007M08;5
11 Restaurantes y hoteles;Variación anual;2007M07;5
11 Restaurantes y hoteles;Variación anual;2007M06;5
11 Restaurantes y hoteles;Variación anual;2007M05;4,9
11 Restaurantes y hoteles;Variación anual;2007M04;5
11 Restaurantes y hoteles;Variación anual;2007M03;4,7
11 Restaurantes y hoteles;Variación anual;2007M02;4,6
